trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.002, 'e': 0.014329192878650393}",30,18,22.297650175455068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.002, 'e': 0.013359498361229013}",25,17,13.09956963423739,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.002, 'e': 0.012445738739809696}",25,15,19.51415402673442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.002, 'e': 0.011585407498740206}",20,10,18.31084921788304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.010776061174585481}",30,4,50.05440362651897,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.002, 'e': 0.010015321026968617}",20,12,13.32665596301515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.002, 'e': 0.009300874451691572}",25,9,33.64893993641609,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.002, 'e': 0.00863047614360712}",25,14,21.102654839429192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.002, 'e': 0.008001949017392845}",25,18,13.424563386137036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.002, 'e': 0.007413184894989423}",20,0,27.90333129884449,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.002, 'e': 0.0068621449690085354}",30,6,44.78800940915377,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.002, 'e': 0.006346860051890275}",20,12,17.809406232025324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.002, 'e': 0.005865430620996021}",20,10,18.919292169374103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.002, 'e': 0.005416026670161291}",25,14,23.631535531077404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.002, 'e': 0.004996887378504963}",35,14,37.20528433408905,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,19,19.02223670691074,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,6,22.594324128210737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,14,21.933943518238735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,12,19.7563029446124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,20.85464829638591,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,8,19.492957437048904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,6,23.07046344440058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",35,14,33.54677159361231,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,4,30.61308983659667,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,9,28.602138023981293,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
